"연번","비상소화장치일련번호","일련번호","X좌표","Y좌표","비상소화장치고유번호","사용구분","삭제여부","업데이트날짜"
"1289","110081178","775","200421.85950425","547796.51491176","000015","52201","N","20230608120006"
"1290","110081680","776","210585.15125630","549112.58084702","000072","52201","N","20231112120003"
"1291","110081633","777","211136.69927671","548464.73152015","000013","52201","N","20231031120006"
"1292","110081642","780","211503.19415001","548284.08419307","000029","52201","N","20231027120009"
"1293","110080160","704","191392.27783019","554683.20907509","44","52201","N","20231024120006"
"1294","110081155","756","197158.99988007","547924.44960944","000124","52201","N","20231117120006"
"1295","110082031","1176","191478.49992593","539771.80420713","000002","52201","N","20231113120034"
"1296","110082048","1192","207281.85586197","556014.49459805","4-14","52201","N","20231118120007"
"1297","110081842","1406","202189.39714294","557448.36607336","306","52201","N","20231113120034"
"1298","110082116","1490","194436.26898149","540586.03878660","000162","52201","N","20231113120034"
"1299","110082528","1431","208331.24748949","554686.79347354","3-8","52201","N","20231112120003"
"1300","110080736","1230","197041.84934663","553394.05578296","2-16","52201","N","20231112120003"
"1301","110081050","1785","202038.05544218","550910.62470422","000018","52201","N","20231110120028"
"1302","110080905","1720","201924.85745271","551971.92680848","000134","52201","N","20231119120004"
"1303","110081475","1577","201291.22559659","554592.20329574","60(교육용)","52201","N","20231015120025"
"1304","110082409","1630","210657.88686652","548659.69462269","000006","52201","N","20231026120008"
"1305","110080933","1977","202223.02915350","552653.11972504","052","52201","N","20231019120009"
"1306","110081908","2135","202076.77465925","557742.38055173","303","52201","N","20231113120034"
"1307","110081876","2104","202680.17191374","559621.48975064","105","52201","N","20231118120007"
"1308","110081777","2048","195894.47448638","549003.81113311","000016","52203","N","20231113120034"
"1309","110080352","1922","201777.23524829","545422.27307752","000063","52201","N","20231102120007"
"1310","110081211","2449","197137.15325454","550232.68965178","000031","52201","N","20231101120003"
"1311","110082449","2372","188493.40743623","548677.26627285","048","52201","N","20231106120008"
"1312","110084436","0","199682.63200385","550740.40198741","404","52201","N","20231101120003"
"1313","110083917","0","197007.90140984","555299.92044013","5-42","52201","N","20231019120009"
"1314","110081651","2278","213514.08492969","548962.85694570","000045","52201","N","20231021120008"
"1315","110082712","2268","203461.28341408","554513.36986439","039","52201","N","20231102120007"
"1316","110082600","2028","194559.44269125","544802.23150548","000311","52205","N","20231030120051"
"1317","110080751","1243","200934.96820799","553412.58290404","6-36","52201","N","20231116120041"
"1318","110080742","1234","196633.72697927","551033.01831604","000357","52201","N","20230620120008"
"1319","110080753","1245","199186.65767279","552636.60019307","3-17","52201","N","20231102120007"
"1320","110080766","1252","200520.90536398","550486.01175932","000233","52202","N","20231031120006"
"1321","110080179","1269","193355.96249551","556899.20430833","45","52205","N","20231011120006"
"1322","110080187","1277","192408.90225143","552270.32749235","40","52201","N","20231116120041"
"1323","110080273","1284","205633.68659200","541997.83552157","000001","52201","N","20231101120003"
"1324","110080277","1291","199640.14292114","543114.33487336","000073","52201","N","20231114120009"
"1325","110080366","1300","183226.65784385","551008.42989047","24","52201","N","20231103120009"
"1326","110080298","1308","200137.56154867","542898.18727294","000018","52201","N","20231028120004"
"1327","110081742","1665","192993.52527810","549617.54684421","000037","52201","N","20231118120007"
"1328","110081318","1675","205261.08789787","554016.62269960","002","52201","N","20231116120041"
"1329","110081044","1780","207225.68310116","549370.79392427","000021","52201","N","20231111120009"
"1330","110081056","1789","202918.08835753","549882.01811940","000014","52201","N","20231025120007"
"1331","110080830","1805","200960.53043561","553236.82502023","6-47","52201","N","20231116120041"
"1332","110081587","1814","200451.13958106","554192.31348465","125","52201","N","20231021120008"
"1333","110080845","1821","199691.08201491","552025.58754955","000074","52201","N","20231113120034"
"1334","110080855","1830","200403.14326498","550073.09256378","107","52201","N","20231024120006"
"1335","110081590","1837","200393.88074128","554764.86870315","128","52201","N","20231107120010"
"1336","110081598","1845","200993.07389528","554254.22923381","72","52201","N","20231109120021"
"1337","110082915","1853","192406.53127285","545189.14487548","000077","52201","N","20231108120004"
"1338","110081344","3","190868.60834070","543630.61268143","000006","52201","N","20231026120008"
"1339","110081357","11","191312.85799867","543274.19502038","000026","52201","N","20231026120008"
"1340","110081378","27","191746.93097015","546800.12033141","000039","52201","N","20231016120009"
"1341","110081973","34","189897.78762801","544783.65557305","000021","52201","N","20231104120010"
"1342","110081982","42","188320.52480965","544705.40622610","000037","52201","N","20231119120004"
"1343","110081990","49","190056.05777818","542887.04438849","000044","52201","N","20231118120007"
"1344","110081999","58","186175.62806161","543524.12486662","000038","52201","N","20231114120009"
"1345","110082010","66","189982.77882356","543414.08802333","000060","52201","N","20231112120003"
"1346","110082020","73","189833.69190245","542807.44672166","000073","52201","N","20231116120041"
"1347","110081916","82","202687.61281954","563235.28172584","73","52201","N","20231014120003"
"1348","110081925","89","201795.83642873","560352.57252921","204","52201","N","20231116120041"
"1349","110082384","136","193448.49470473","543896.13255892","000032","52201","N","20231111120009"
"1350","110081242","153","197019.14813301","548856.30434003","000079","52201","N","20231019120009"
"1351","110081250","160","197021.44240753","550095.34545584","000087","52201","N","20231101120003"
"1352","110081261","170","196883.03582929","549974.39750998","000094","52201","N","20231019120009"
"1353","110081273","180","199394.63152733","546772.02927349","000108","52201","N","20231112120003"
"1354","110081280","187","204932.91060621","554048.44700380","064","52201","N","20231110120028"
"1355","110081534","197","199433.41716212","556587.24987657","169","52201","N","20231116120041"
"1356","110081542","204","200208.73099212","557897.09701339","179","52201","N","20231118120007"
"1357","110081554","212","199187.73974902","554777.65314773","92","52201","N","20231116120041"
"1358","110081562","219","200915.91366400","556716.56672175","100","52203","N","20231025120007"
"1359","110081927","91","200882.30864612","560944.35039449","208","52201","N","20231018120001"
"1360","110081936","98","201925.92360143","559129.56407580","435","52201","N","20231111120009"
"1361","110081943","105","201391.77790461","562095.17802838","121","52201","N","20231113120034"
"1362","110081952","114","186860.86906334","544999.10668173","000085","52201","N","20231110120028"
"1363","110082371","121","192719.93352512","540470.51304366","000004","52201","N","20231019120009"
"1364","110082378","129","194006.44052170","541268.86244494","000017","52201","N","20231119120004"
"1365","110080021","443","200010.56528938","554812.99789526","214","52201","N","20231116120041"
"1366","110080029","450","193953.24204615","552883.07536437","11","52201","N","20231007120010"
"1367","110080039","458","193892.61980310","551274.12714314","18","52201","N","20231016120009"
"1368","110082353","473","195744.37255687","542741.16095820","000022","52201","N","20231119120004"
"1369","110082361","481","193861.28312164","543779.06202812","000037","52201","N","20231102120007"
"1370","110081081","497","202607.21140665","551387.26014611","000054","52201","N","20231117120006"
"1371","110081089","505","205923.73904211","549235.08563774","000065","52201","N","20231022120010"
"1372","110081104","522","203494.14083581","552221.25680328","000022","52201","N","20231029120041"
"1373","110081507","356","199540.83253940","555153.17884816","82","52201","N","20231113120034"
"1374","110080204","372","204236.71374453","542391.09406538","000048","52201","N","20231030120051"
"1375","110080212","379","205724.61807296","542151.28474224","000056","52201","N","20231101120003"
"1376","110081388","388","192302.21944558","546957.50116693","000020","52201","N","20231016120009"
"1377","110081397","396","192045.31870911","545402.66578247","000056","52201","N","20231106120008"
"1378","110081409","405","191745.19829741","543612.54313145","000024","52201","N","20231109120021"
"1379","110081643","781","211488.19727538","548974.03317457","000030","52201","N","20231119120004"
"1380","110081645","783","212757.62878202","550033.95893536","000021","52201","N","20231109120021"
"1381","110081649","784","211330.96753281","548375.48597214","000035","52201","N","20231027120009"
"1382","110081652","785","215068.29399351","549745.82670980","000038","52201","N","20231021120008"
"1383","110081655","787","212829.05790067","550004.51796447","000046","52201","N","20231109120021"
"1384","110081656","788","211448.51498987","549179.81947728","000042","52201","N","20231119120004"
"1385","110081659","789","212811.92690059","549899.31786506","000047","52201","N","20231109120021"
"1386","110081661","790","212734.21071203","548821.91374586","000033","52201","N","20231021120008"
"1387","110081663","791","211940.85604362","547469.52921489","000050","52201","N","20231104120010"
"1388","110081664","792","211291.84419940","548182.63940293","000052","52201","N","20231031120006"
"1389","110081667","794","214881.93443702","553054.82977616","000056","52201","N","20230928003657"
"1390","110080015","438","200438.45849667","555583.20338491","206","52201","N","20231029120041"
"1391","110080018","440","199276.95592210","554892.58145283","209","52201","N","20231106120008"
"1392","110080019","441","199531.96396484","555041.71932287","210","52201","N","20231113120034"
"1393","110080167","710","193176.77567371","553493.02649084","46","52201","N","20231104120010"
"1394","110081286","711","205551.89772198","554738.15394230","008","52201","N","20231116120041"
"1395","110081289","714","205655.44369201","555793.45030347","010","52201","N","20231111120009"
"1396","110081291","716","204003.67735218","554206.61502924","012","52205","N","20231119120004"
"1397","110081292","717","204875.44197110","554008.22913816","013(0038)","52201","N","20231119120004"
"1398","110081293","718","203982.67121198","553606.02539988","031","52201","N","20231119120004"
"1399","110081294","719","205233.35512665","551920.75999854","006","52203","N","20231003120009"
"1400","110081295","720","204023.13168187","554282.04810447","036","52201","N","20231119120004"
"1401","110081296","721","204469.35410319","553690.78981391","037(1326)","52201","N","20231119120004"
"1402","110081299","724","204420.74068547","553627.16900162","016(3077)","52201","N","20231119120004"
"1403","110081300","725","205449.53946855","554954.34708549","017","52201","N","20231027120009"
"1404","110081301","726","205338.39485874","554688.30839108","018","52201","N","20231019120009"
"1405","110081302","727","205438.74689427","554856.70508644","019","52201","N","20231027120009"
"1406","110081304","728","203843.66268141","553525.15508321","020","52201","N","20231119120004"
"1407","110081305","729","203063.26775691","553792.31467381","033","52201","N","20231102120007"
"1408","110081308","732","205137.76621356","551934.68398118","007","52201","N","20231003120009"
"1409","110081309","733","203540.17185372","553488.06810750","043","52201","N","20231014120003"
"1410","110081128","734","202530.65997969","551335.13064913","000098","52201","N","20231117120006"
"1411","110081129","735","207806.44312373","552036.32174502","000099","52201","N","20231109120021"
"1412","110081133","736","204616.52568927","548818.61731606","000107","52201","N","20231116120041"
"1413","110081130","737","206521.08169498","548092.11958002","000083","52201","N","20231027120009"
